epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,761.065,1.40733,1.77633,1.53779,0.46423,0.49013,0.4639,0.27216,1.39904,1.82569,1.63821,0.000315778,0.000315778,0.000315778
36,782.263,1.40825,1.77406,1.52941,0.4786,0.49254,0.46736,0.27327,1.4024,1.79215,1.63105,0.000311066,0.000311066,0.000311066
37,803.515,1.41006,1.77859,1.53493,0.47286,0.50529,0.47599,0.28069,1.39793,1.76566,1.62632,0.000306354,0.000306354,0.000306354
38,824.698,1.40173,1.75821,1.53178,0.47994,0.50344,0.47674,0.27926,1.39275,1.752,1.62743,0.000301641,0.000301641,0.000301641
39,846.031,1.39391,1.73369,1.52268,0.49944,0.49639,0.48379,0.28199,1.39985,1.73558,1.62878,0.000296929,0.000296929,0.000296929
40,867.273,1.38655,1.7325,1.5186,0.49393,0.49526,0.47421,0.27711,1.38948,1.76113,1.62973,0.000292216,0.000292216,0.000292216
41,888.565,1.39869,1.73927,1.52372,0.48615,0.50642,0.48703,0.28594,1.39612,1.73872,1.62854,0.000287504,0.000287504,0.000287504
42,909.807,1.38839,1.72195,1.51788,0.47926,0.49988,0.48423,0.28252,1.38393,1.78392,1.61129,0.000282792,0.000282792,0.000282792
43,930.999,1.39075,1.71997,1.52211,0.47611,0.5301,0.49115,0.28944,1.37688,1.73691,1.61645,0.000278079,0.000278079,0.000278079
44,952.5,1.37963,1.70247,1.51053,0.49108,0.50313,0.48316,0.283,1.39586,1.73817,1.62503,0.000273367,0.000273367,0.000273367
45,974.067,1.38523,1.68681,1.51737,0.50232,0.50708,0.49444,0.29076,1.38551,1.72386,1.61553,0.000268654,0.000268654,0.000268654
46,995.568,1.37653,1.66955,1.50393,0.49874,0.51854,0.50377,0.29563,1.38126,1.69896,1.61295,0.000263942,0.000263942,0.000263942
47,1016.88,1.37925,1.67923,1.51111,0.512,0.51898,0.50363,0.29632,1.38663,1.69137,1.60484,0.00025923,0.00025923,0.00025923
48,1038.31,1.38145,1.65277,1.50204,0.51175,0.50177,0.50258,0.29377,1.38193,1.68133,1.61285,0.000254517,0.000254517,0.000254517
49,1059.5,1.3749,1.67277,1.50722,0.50438,0.52145,0.50338,0.29505,1.37777,1.69493,1.61147,0.000249805,0.000249805,0.000249805
50,1080.73,1.37422,1.65155,1.50678,0.50839,0.51947,0.50445,0.29709,1.38402,1.68244,1.61361,0.000245092,0.000245092,0.000245092
51,1101.97,1.36758,1.6381,1.50211,0.51094,0.5232,0.51116,0.30117,1.37749,1.65637,1.60875,0.00024038,0.00024038,0.00024038
52,1123.27,1.3676,1.63862,1.49581,0.5178,0.50935,0.50937,0.29739,1.37981,1.69316,1.62501,0.000235668,0.000235668,0.000235668
53,1144.4,1.35946,1.64068,1.49598,0.50572,0.51648,0.50602,0.29682,1.3828,1.67641,1.61276,0.000230955,0.000230955,0.000230955
54,1165.74,1.35957,1.62806,1.4918,0.5276,0.52433,0.51612,0.30389,1.36825,1.66339,1.60388,0.000226243,0.000226243,0.000226243
55,1186.97,1.34968,1.62259,1.49392,0.51273,0.52769,0.51244,0.30364,1.37404,1.66796,1.60354,0.00022153,0.00022153,0.00022153
56,1208.16,1.36212,1.61428,1.49672,0.52257,0.52401,0.51778,0.30297,1.3724,1.67777,1.61006,0.000216818,0.000216818,0.000216818
57,1229.45,1.35548,1.60342,1.48561,0.52005,0.53027,0.51682,0.30662,1.37142,1.65249,1.60806,0.000212106,0.000212106,0.000212106
58,1250.51,1.34088,1.58631,1.47847,0.53468,0.53039,0.52704,0.31237,1.36157,1.63425,1.59819,0.000207393,0.000207393,0.000207393
59,1271.81,1.35632,1.58493,1.4827,0.51088,0.53801,0.52415,0.31096,1.3692,1.64355,1.60457,0.000202681,0.000202681,0.000202681
60,1293.01,1.34521,1.60332,1.48822,0.50568,0.54301,0.52232,0.3083,1.37893,1.63258,1.60281,0.000197968,0.000197968,0.000197968
61,1314.39,1.35252,1.59078,1.48765,0.51363,0.53143,0.52242,0.30731,1.37,1.64567,1.6041,0.000193256,0.000193256,0.000193256
62,1335.79,1.34504,1.56459,1.47279,0.50278,0.54268,0.5184,0.30983,1.36221,1.6239,1.59482,0.000188544,0.000188544,0.000188544
63,1357.03,1.3385,1.5713,1.48514,0.53388,0.52097,0.52276,0.31036,1.36463,1.64149,1.60387,0.000183831,0.000183831,0.000183831
64,1378.63,1.33971,1.59307,1.47913,0.50427,0.55276,0.52314,0.31015,1.3633,1.66338,1.59985,0.000179119,0.000179119,0.000179119
65,1400.24,1.34118,1.5725,1.4808,0.52654,0.54003,0.52846,0.31505,1.35792,1.62304,1.59832,0.000174406,0.000174406,0.000174406
66,1421.74,1.33674,1.55863,1.47148,0.51515,0.54924,0.52866,0.31434,1.36283,1.6155,1.6054,0.000169694,0.000169694,0.000169694
67,1443.24,1.32947,1.5437,1.46812,0.53192,0.53493,0.53142,0.31628,1.35985,1.62451,1.59071,0.000164982,0.000164982,0.000164982
68,1464.77,1.32959,1.55596,1.47442,0.52377,0.54642,0.52806,0.3136,1.36334,1.62499,1.59952,0.000160269,0.000160269,0.000160269
69,1486.47,1.34358,1.54668,1.47201,0.51555,0.55436,0.53007,0.31489,1.35881,1.61507,1.59873,0.000155557,0.000155557,0.000155557
70,1508.02,1.31603,1.52925,1.46522,0.51258,0.54244,0.52023,0.31046,1.35812,1.64128,1.58841,0.000150844,0.000150844,0.000150844
71,1529.64,1.33515,1.54978,1.4736,0.51645,0.54113,0.52284,0.3121,1.35725,1.61885,1.59116,0.000146132,0.000146132,0.000146132
72,1551.17,1.32994,1.53585,1.46875,0.51406,0.55013,0.52642,0.31651,1.35022,1.61122,1.58499,0.00014142,0.00014142,0.00014142
73,1572.68,1.32634,1.53715,1.46573,0.52725,0.53932,0.53108,0.31628,1.36277,1.61158,1.59258,0.000136707,0.000136707,0.000136707
74,1594.01,1.31883,1.5408,1.46746,0.52427,0.55122,0.53312,0.31899,1.36288,1.60919,1.59851,0.000131995,0.000131995,0.000131995
75,1615.55,1.32152,1.53419,1.46778,0.53064,0.5419,0.52803,0.31452,1.3622,1.61812,1.59322,0.000127282,0.000127282,0.000127282
76,1637.02,1.32572,1.52612,1.47144,0.5231,0.55094,0.53193,0.3185,1.35469,1.60584,1.58676,0.00012257,0.00012257,0.00012257
77,1658.48,1.32328,1.51695,1.46498,0.53127,0.55062,0.53424,0.32126,1.35578,1.58525,1.59148,0.000117858,0.000117858,0.000117858
78,1680.13,1.32522,1.53,1.46743,0.52969,0.55488,0.53866,0.32259,1.35144,1.59155,1.59076,0.000113145,0.000113145,0.000113145
79,1701.75,1.31898,1.50702,1.45869,0.53268,0.55406,0.53958,0.32142,1.35793,1.59015,1.59177,0.000108433,0.000108433,0.000108433
80,1723.29,1.31763,1.49448,1.45753,0.53692,0.54923,0.53779,0.32362,1.3518,1.58565,1.58645,0.00010372,0.00010372,0.00010372
81,1744.89,1.32032,1.5074,1.46054,0.52733,0.55519,0.53958,0.32494,1.3463,1.5819,1.58425,9.9008e-05,9.9008e-05,9.9008e-05
82,1766.58,1.32389,1.50157,1.46011,0.53529,0.54711,0.53717,0.3246,1.34643,1.58686,1.58548,9.42956e-05,9.42956e-05,9.42956e-05
83,1788.04,1.30059,1.48924,1.4494,0.53797,0.54871,0.54238,0.32603,1.34922,1.58311,1.58194,8.95832e-05,8.95832e-05,8.95832e-05
84,1809.61,1.31011,1.49723,1.45365,0.53511,0.54894,0.54035,0.32394,1.34745,1.58454,1.58105,8.48708e-05,8.48708e-05,8.48708e-05
85,1831.16,1.31361,1.493,1.45426,0.53923,0.55351,0.54225,0.3252,1.3517,1.58501,1.58579,8.01584e-05,8.01584e-05,8.01584e-05
86,1852.81,1.29726,1.4802,1.44611,0.53242,0.54525,0.54046,0.32619,1.34652,1.58533,1.58426,7.5446e-05,7.5446e-05,7.5446e-05
87,1874.43,1.3007,1.4739,1.44979,0.54113,0.54952,0.54609,0.32921,1.34774,1.57364,1.57797,7.07336e-05,7.07336e-05,7.07336e-05
88,1895.98,1.30802,1.48615,1.44908,0.54695,0.54119,0.54157,0.32699,1.34927,1.57927,1.58318,6.60212e-05,6.60212e-05,6.60212e-05
89,1917.5,1.31343,1.50162,1.46075,0.54247,0.5543,0.54609,0.32938,1.33924,1.56875,1.5789,6.13088e-05,6.13088e-05,6.13088e-05
90,1939.95,1.30815,1.47607,1.449,0.52466,0.55755,0.54531,0.32997,1.34704,1.57002,1.5832,5.65964e-05,5.65964e-05,5.65964e-05
91,1973.3,1.35218,1.56376,1.51936,0.50409,0.56737,0.53218,0.31495,1.36925,1.61081,1.59808,5.1884e-05,5.1884e-05,5.1884e-05
92,1994.37,1.32005,1.49686,1.50462,0.51318,0.56304,0.54227,0.32392,1.35804,1.58074,1.58943,4.71716e-05,4.71716e-05,4.71716e-05
93,2015.48,1.30808,1.48765,1.49836,0.51127,0.56721,0.54252,0.32337,1.3562,1.5762,1.5854,4.24592e-05,4.24592e-05,4.24592e-05
94,2036.55,1.30088,1.47345,1.49189,0.5151,0.56457,0.54229,0.32404,1.3546,1.57355,1.58331,3.77468e-05,3.77468e-05,3.77468e-05
95,2057.68,1.30256,1.47219,1.49059,0.52529,0.5628,0.5462,0.32738,1.3481,1.56814,1.58204,3.30344e-05,3.30344e-05,3.30344e-05
96,2078.75,1.29838,1.48115,1.49911,0.51977,0.56174,0.54429,0.32681,1.34997,1.56739,1.58314,2.8322e-05,2.8322e-05,2.8322e-05
97,2099.98,1.2991,1.44969,1.48899,0.52429,0.5602,0.54435,0.3271,1.34668,1.56416,1.58224,2.36096e-05,2.36096e-05,2.36096e-05
98,2121.07,1.29457,1.45358,1.48686,0.5247,0.56492,0.54597,0.32708,1.34768,1.56468,1.58393,1.88972e-05,1.88972e-05,1.88972e-05
99,2142.15,1.30411,1.44902,1.49394,0.52869,0.56006,0.54542,0.32699,1.35011,1.56951,1.5853,1.41848e-05,1.41848e-05,1.41848e-05
100,2163.26,1.29427,1.44999,1.48697,0.52383,0.56108,0.54451,0.32697,1.34853,1.56714,1.58397,9.4724e-06,9.4724e-06,9.4724e-06
