epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,713.399,1.0843,1.33564,1.29584,0.4913,0.48035,0.50304,0.34724,1.2705,1.54798,1.46301,0.000227056,0.000227056,0.000227056
25,742.735,1.09957,1.28817,1.30052,0.47147,0.49621,0.51,0.35185,1.25052,1.51876,1.39773,0.000224146,0.000224146,0.000224146
26,771.882,1.09438,1.28952,1.29674,0.47063,0.54934,0.51546,0.35683,1.24235,1.45805,1.38342,0.000221235,0.000221235,0.000221235
27,801.295,1.08947,1.26308,1.29255,0.54918,0.50856,0.53151,0.36627,1.24141,1.48257,1.39843,0.000218324,0.000218324,0.000218324
28,830.401,1.08154,1.24144,1.28588,0.52732,0.55695,0.56033,0.38701,1.23438,1.43715,1.39837,0.000215414,0.000215414,0.000215414
29,859.8,1.08816,1.21247,1.28031,0.53896,0.56655,0.57235,0.39502,1.2332,1.36655,1.39525,0.000212503,0.000212503,0.000212503
30,889.494,1.08104,1.1807,1.28186,0.54719,0.5495,0.55873,0.38942,1.25431,1.43617,1.40205,0.000209593,0.000209593,0.000209593
31,919.084,1.04515,1.14827,1.27061,0.53084,0.51882,0.53384,0.37132,1.23623,1.48596,1.39678,0.000206682,0.000206682,0.000206682
32,948.786,1.06217,1.13634,1.27108,0.55302,0.55111,0.53991,0.37588,1.23557,1.53721,1.43132,0.000203771,0.000203771,0.000203771
33,979.146,1.0628,1.12222,1.2635,0.55662,0.5458,0.5627,0.38916,1.22614,1.43439,1.39117,0.000200861,0.000200861,0.000200861
34,1010.3,1.06613,1.12746,1.26518,0.59321,0.51373,0.54542,0.37991,1.23572,1.55729,1.39707,0.00019795,0.00019795,0.00019795
35,1040.5,1.0486,1.11405,1.25507,0.54237,0.55852,0.54104,0.37672,1.23578,1.44949,1.39791,0.00019504,0.00019504,0.00019504
36,1071.37,1.04093,1.09002,1.25492,0.56044,0.49753,0.54838,0.38473,1.24135,1.56948,1.40447,0.000192129,0.000192129,0.000192129
37,1100.81,1.04221,1.06879,1.25495,0.63114,0.55239,0.57586,0.39549,1.21773,1.45383,1.37166,0.000189218,0.000189218,0.000189218
38,1130.15,1.03073,1.05751,1.25246,0.50851,0.57354,0.55874,0.39264,1.23556,1.47692,1.39466,0.000186308,0.000186308,0.000186308
39,1161.88,1.018,1.05175,1.24589,0.55179,0.52485,0.55248,0.38411,1.22098,1.44607,1.39848,0.000183397,0.000183397,0.000183397
40,1193.84,1.04184,1.02638,1.25014,0.57842,0.53964,0.573,0.39537,1.24476,1.48554,1.39961,0.000180487,0.000180487,0.000180487
41,1225.47,0.99041,1.01363,1.23587,0.54942,0.56302,0.55682,0.38632,1.23829,1.48598,1.41364,0.000177576,0.000177576,0.000177576
42,1255.06,1.00989,0.97623,1.23556,0.58625,0.55197,0.58603,0.40826,1.21292,1.44447,1.38926,0.000174665,0.000174665,0.000174665
43,1284.63,0.98668,0.96683,1.22495,0.58039,0.5324,0.57031,0.39609,1.25292,1.47008,1.40878,0.000171755,0.000171755,0.000171755
44,1314.94,0.99501,0.96134,1.22224,0.62435,0.52079,0.57585,0.40336,1.22951,1.51847,1.40583,0.000168844,0.000168844,0.000168844
45,1346.76,0.98368,0.95872,1.22911,0.56606,0.55239,0.57711,0.4102,1.21881,1.45181,1.38953,0.000165934,0.000165934,0.000165934
46,1378.72,0.9766,0.92617,1.21296,0.54106,0.58236,0.58262,0.4074,1.23236,1.47763,1.39416,0.000163023,0.000163023,0.000163023
47,1410.6,0.97765,0.92159,1.21693,0.55546,0.5626,0.56898,0.39473,1.23245,1.52396,1.4132,0.000160112,0.000160112,0.000160112
48,1442.44,0.96583,0.91522,1.21639,0.56424,0.57169,0.57692,0.39959,1.25918,1.45971,1.4289,0.000157202,0.000157202,0.000157202
49,1473.68,0.9607,0.88626,1.19849,0.55565,0.53806,0.56042,0.39345,1.23778,1.51412,1.42082,0.000154291,0.000154291,0.000154291
50,1504.03,0.95275,0.88194,1.2028,0.65916,0.54787,0.60647,0.42876,1.22447,1.43337,1.38948,0.000151381,0.000151381,0.000151381
51,1533.77,0.9528,0.8737,1.20457,0.54507,0.56822,0.58975,0.41455,1.2386,1.41933,1.41032,0.00014847,0.00014847,0.00014847
52,1563.54,0.95305,0.84605,1.19828,0.58467,0.55776,0.57942,0.4066,1.24738,1.50239,1.41213,0.000145559,0.000145559,0.000145559
53,1592.67,0.93234,0.85019,1.18067,0.62034,0.51204,0.56839,0.40067,1.23988,1.48347,1.40806,0.000142649,0.000142649,0.000142649
54,1621.82,0.93332,0.84787,1.18903,0.60625,0.51798,0.57358,0.39991,1.22784,1.4921,1.40462,0.000139738,0.000139738,0.000139738
55,1650.92,0.92098,0.8223,1.18036,0.62017,0.54647,0.58213,0.40759,1.22251,1.49232,1.41463,0.000136828,0.000136828,0.000136828
56,1679.95,0.92952,0.83602,1.18893,0.59274,0.56822,0.5866,0.4083,1.24652,1.49011,1.41973,0.000133917,0.000133917,0.000133917
57,1708.97,0.91982,0.81906,1.17101,0.63666,0.53686,0.57744,0.403,1.2457,1.52156,1.42366,0.000131006,0.000131006,0.000131006
58,1738.06,0.89391,0.7964,1.16805,0.60496,0.56268,0.59228,0.41323,1.24555,1.45222,1.43994,0.000128096,0.000128096,0.000128096
59,1767.55,0.90865,0.79346,1.17358,0.61246,0.56651,0.60185,0.41696,1.23447,1.48665,1.41782,0.000125185,0.000125185,0.000125185
60,1796.96,0.8971,0.77231,1.16224,0.55551,0.56581,0.58308,0.40757,1.24684,1.52478,1.41122,0.000122275,0.000122275,0.000122275
61,1826,0.89502,0.77089,1.16269,0.60733,0.53626,0.57961,0.40614,1.23261,1.48717,1.40807,0.000119364,0.000119364,0.000119364
62,1855,0.8942,0.76051,1.15727,0.59752,0.56796,0.59139,0.41522,1.24561,1.50649,1.41971,0.000116453,0.000116453,0.000116453
63,1884.03,0.88865,0.74525,1.1529,0.63497,0.55705,0.60044,0.41883,1.25157,1.4984,1.42722,0.000113543,0.000113543,0.000113543
64,1912.99,0.87987,0.75505,1.15936,0.65534,0.50426,0.58082,0.40453,1.24013,1.55976,1.43298,0.000110632,0.000110632,0.000110632
65,1941.99,0.87167,0.74352,1.15414,0.57373,0.56283,0.57885,0.40728,1.24296,1.52722,1.42911,0.000107722,0.000107722,0.000107722
66,1971.05,0.87261,0.72998,1.1528,0.6033,0.54921,0.57777,0.40619,1.23047,1.55785,1.42254,0.000104811,0.000104811,0.000104811
67,2003.03,0.85603,0.72082,1.14745,0.58189,0.55042,0.56314,0.39461,1.24724,1.5726,1.43263,0.0001019,0.0001019,0.0001019
68,2035.08,0.86047,0.70745,1.14313,0.59455,0.54111,0.56575,0.39308,1.24349,1.6002,1.43248,9.89898e-05,9.89898e-05,9.89898e-05
69,2067.12,0.86568,0.71165,1.13611,0.61497,0.56722,0.5953,0.41738,1.23582,1.51856,1.42589,9.60792e-05,9.60792e-05,9.60792e-05
70,2099.25,0.85639,0.7068,1.13997,0.60107,0.557,0.59157,0.42033,1.24038,1.5575,1.42887,9.31686e-05,9.31686e-05,9.31686e-05
71,2131.32,0.8529,0.68821,1.13504,0.62018,0.53676,0.58126,0.40578,1.23425,1.58429,1.42029,9.0258e-05,9.0258e-05,9.0258e-05
72,2163.32,0.84036,0.68623,1.12816,0.56661,0.57304,0.5919,0.4158,1.24509,1.51167,1.44382,8.73474e-05,8.73474e-05,8.73474e-05
73,2195.22,0.82682,0.67225,1.12207,0.57904,0.56002,0.58025,0.41115,1.24624,1.52162,1.4396,8.44368e-05,8.44368e-05,8.44368e-05
74,2227.23,0.82963,0.65189,1.11983,0.5895,0.55999,0.58563,0.41324,1.25048,1.56906,1.43952,8.15262e-05,8.15262e-05,8.15262e-05
75,2259.32,0.83152,0.65485,1.12538,0.56872,0.58909,0.58827,0.40993,1.25244,1.5663,1.4374,7.86156e-05,7.86156e-05,7.86156e-05
76,2291.34,0.82017,0.66458,1.12579,0.57519,0.56055,0.5779,0.40973,1.25094,1.59803,1.44603,7.5705e-05,7.5705e-05,7.5705e-05
77,2322.43,0.80424,0.64537,1.10879,0.63405,0.53584,0.58123,0.41646,1.23919,1.57711,1.43623,7.27944e-05,7.27944e-05,7.27944e-05
78,2351.53,0.8141,0.64189,1.11837,0.63558,0.53445,0.58013,0.41218,1.24258,1.56898,1.44023,6.98838e-05,6.98838e-05,6.98838e-05
79,2380.71,0.80372,0.63019,1.10431,0.64525,0.53297,0.59292,0.41524,1.24493,1.58243,1.43968,6.69732e-05,6.69732e-05,6.69732e-05
80,2410.17,0.80132,0.63142,1.10678,0.58779,0.56304,0.57899,0.40812,1.25664,1.58251,1.45115,6.40626e-05,6.40626e-05,6.40626e-05
81,2439.52,0.79046,0.62571,1.10202,0.63734,0.52699,0.59142,0.41363,1.25518,1.57563,1.44807,6.1152e-05,6.1152e-05,6.1152e-05
82,2469.89,0.79416,0.61838,1.10366,0.64892,0.5264,0.58835,0.41819,1.24175,1.55064,1.44269,5.82414e-05,5.82414e-05,5.82414e-05
83,2501.79,0.78379,0.61317,1.09897,0.62433,0.54666,0.58855,0.41559,1.24237,1.59523,1.43727,5.53308e-05,5.53308e-05,5.53308e-05
84,2533.78,0.77571,0.60851,1.09732,0.60994,0.55569,0.58245,0.41338,1.24945,1.59924,1.44487,5.24202e-05,5.24202e-05,5.24202e-05
85,2565.68,0.77583,0.60964,1.09606,0.5986,0.53133,0.57607,0.40992,1.25121,1.58764,1.45144,4.95096e-05,4.95096e-05,4.95096e-05
86,2597.59,0.78014,0.61058,1.09616,0.57532,0.5467,0.57496,0.40774,1.24758,1.60297,1.44827,4.6599e-05,4.6599e-05,4.6599e-05
87,2628.76,0.75891,0.58065,1.08167,0.57893,0.55691,0.57864,0.41064,1.25903,1.6258,1.46121,4.36884e-05,4.36884e-05,4.36884e-05
88,2661.64,0.75574,0.58108,1.08563,0.56055,0.58045,0.57709,0.40577,1.25302,1.57231,1.44996,4.07778e-05,4.07778e-05,4.07778e-05
89,2693.47,0.75881,0.58356,1.09108,0.59275,0.55491,0.57909,0.40848,1.26544,1.60882,1.46072,3.78672e-05,3.78672e-05,3.78672e-05
90,2725.29,0.74933,0.57735,1.0815,0.63389,0.51879,0.57513,0.40861,1.25095,1.61712,1.45892,3.49566e-05,3.49566e-05,3.49566e-05
91,2773.76,0.68612,0.43554,1.03299,0.63104,0.51805,0.57697,0.4072,1.24058,1.58157,1.44651,3.2046e-05,3.2046e-05,3.2046e-05
92,2802.86,0.6669,0.41251,1.02779,0.56358,0.57267,0.57863,0.40958,1.24717,1.60382,1.45523,2.91354e-05,2.91354e-05,2.91354e-05
93,2834.32,0.65292,0.39611,1.0048,0.58315,0.56257,0.58288,0.41157,1.24986,1.57974,1.46825,2.62248e-05,2.62248e-05,2.62248e-05
94,2863.41,0.64268,0.39304,1.01078,0.54928,0.58239,0.58148,0.41323,1.25134,1.61921,1.46571,2.33142e-05,2.33142e-05,2.33142e-05
95,2892.47,0.63766,0.38611,1.00664,0.64412,0.5139,0.58283,0.41216,1.2538,1.62452,1.4752,2.04036e-05,2.04036e-05,2.04036e-05
96,2921.51,0.6385,0.39188,1.01209,0.62949,0.53442,0.57798,0.41156,1.2545,1.62193,1.47089,1.7493e-05,1.7493e-05,1.7493e-05
97,2950.41,0.62773,0.37564,1.00145,0.64451,0.53107,0.579,0.4121,1.24865,1.64349,1.47406,1.45824e-05,1.45824e-05,1.45824e-05
98,2979.25,0.61325,0.36634,0.99511,0.62972,0.53383,0.57764,0.40798,1.25226,1.62845,1.47548,1.16718e-05,1.16718e-05,1.16718e-05
99,3010.86,0.61952,0.37548,0.99987,0.63432,0.54024,0.57901,0.41051,1.24715,1.62195,1.46924,8.7612e-06,8.7612e-06,8.7612e-06
100,3040.01,0.61792,0.36768,0.9969,0.64589,0.52929,0.58134,0.41153,1.24971,1.62896,1.47111,5.8506e-06,5.8506e-06,5.8506e-06
