epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
48,1522.25,0.79737,0.63474,1.10778,0.61984,0.52718,0.56521,0.39938,1.28326,1.61863,1.49843,0.000157202,0.000157202,0.000157202
49,1555.27,0.79167,0.6178,1.09949,0.57305,0.5471,0.56252,0.39178,1.26803,1.67931,1.48321,0.000154291,0.000154291,0.000154291
50,1588.33,0.79021,0.62318,1.10537,0.58816,0.52762,0.55027,0.38669,1.28717,1.63052,1.47706,0.000151381,0.000151381,0.000151381
51,1621.41,0.79689,0.63819,1.11107,0.5421,0.55218,0.54826,0.38064,1.28905,1.70087,1.49254,0.00014847,0.00014847,0.00014847
52,1652.63,0.79662,0.62971,1.10535,0.63443,0.51764,0.5691,0.40023,1.26472,1.62902,1.4803,0.000145559,0.000145559,0.000145559
53,1683.23,0.78779,0.62716,1.09907,0.59189,0.53487,0.56689,0.40092,1.26,1.67393,1.45738,0.000142649,0.000142649,0.000142649
54,1713.89,0.79281,0.63941,1.10511,0.59381,0.51205,0.55328,0.38868,1.27145,1.72441,1.47795,0.000139738,0.000139738,0.000139738
55,1744.48,0.77342,0.62199,1.09092,0.6318,0.52702,0.56546,0.39104,1.27621,1.67015,1.47889,0.000136828,0.000136828,0.000136828
56,1774.95,0.78593,0.6266,1.10214,0.62557,0.53726,0.58465,0.40987,1.27014,1.66006,1.46701,0.000133917,0.000133917,0.000133917
57,1805.71,0.7773,0.61795,1.08728,0.56031,0.55943,0.5781,0.40992,1.26725,1.67814,1.46543,0.000131006,0.000131006,0.000131006
58,1836.52,0.75496,0.60896,1.0843,0.56153,0.55036,0.56447,0.39313,1.30034,1.70221,1.49668,0.000128096,0.000128096,0.000128096
59,1867.48,0.76289,0.60238,1.0877,0.63145,0.53374,0.58139,0.4123,1.26705,1.63349,1.47117,0.000125185,0.000125185,0.000125185
60,1898.38,0.75457,0.58668,1.08116,0.66178,0.52427,0.58071,0.40722,1.26845,1.63383,1.47234,0.000122275,0.000122275,0.000122275
61,1929.73,0.75946,0.59306,1.08521,0.63543,0.52845,0.56703,0.40419,1.25715,1.64089,1.47792,0.000119364,0.000119364,0.000119364
62,1960.69,0.7557,0.59362,1.07895,0.6317,0.49695,0.56548,0.39666,1.27552,1.69546,1.48716,0.000116453,0.000116453,0.000116453
63,1991.97,0.7536,0.57248,1.07886,0.62443,0.52218,0.56704,0.40069,1.26946,1.68532,1.48456,0.000113543,0.000113543,0.000113543
64,2024.41,0.74118,0.58397,1.07779,0.55852,0.51945,0.54685,0.38707,1.26225,1.73042,1.4846,0.000110632,0.000110632,0.000110632
65,2056.69,0.737,0.57453,1.07393,0.59617,0.53347,0.56966,0.39913,1.2582,1.66916,1.48849,0.000107722,0.000107722,0.000107722
66,2087.36,0.73953,0.56927,1.07622,0.63211,0.51539,0.56372,0.39781,1.27404,1.71485,1.49958,0.000104811,0.000104811,0.000104811
67,2117.97,0.72468,0.56578,1.07012,0.61444,0.54593,0.57265,0.39921,1.27642,1.66984,1.49381,0.0001019,0.0001019,0.0001019
68,2148.78,0.71695,0.54954,1.06093,0.61212,0.52669,0.56886,0.39904,1.27454,1.71908,1.48762,9.89898e-05,9.89898e-05,9.89898e-05
69,2179.41,0.73598,0.55253,1.06007,0.63453,0.49956,0.56256,0.39222,1.29578,1.71428,1.5122,9.60792e-05,9.60792e-05,9.60792e-05
70,2210.06,0.7216,0.55802,1.06326,0.5766,0.53049,0.56369,0.39608,1.2819,1.71927,1.49938,9.31686e-05,9.31686e-05,9.31686e-05
71,2240.81,0.72079,0.53916,1.0589,0.59581,0.55106,0.56741,0.39416,1.27798,1.70294,1.48556,9.0258e-05,9.0258e-05,9.0258e-05
72,2272.08,0.7137,0.54016,1.05333,0.6246,0.52419,0.56254,0.38725,1.28037,1.67591,1.49648,8.73474e-05,8.73474e-05,8.73474e-05
73,2303.68,0.69945,0.52905,1.05082,0.61255,0.50828,0.5453,0.38633,1.26697,1.75102,1.47989,8.44368e-05,8.44368e-05,8.44368e-05
74,2335.47,0.70152,0.51754,1.04803,0.59495,0.53484,0.56505,0.39767,1.27629,1.72989,1.49715,8.15262e-05,8.15262e-05,8.15262e-05
75,2366.61,0.7051,0.52989,1.05286,0.58994,0.55256,0.56355,0.39421,1.27903,1.69755,1.5057,7.86156e-05,7.86156e-05,7.86156e-05
76,2398.48,0.69767,0.53207,1.05576,0.6091,0.49734,0.55363,0.38884,1.28528,1.78558,1.51148,7.5705e-05,7.5705e-05,7.5705e-05
77,2430.56,0.68541,0.52091,1.04421,0.57434,0.5307,0.55266,0.38989,1.27209,1.76106,1.5091,7.27944e-05,7.27944e-05,7.27944e-05
78,2461.16,0.69263,0.51973,1.05044,0.62759,0.51263,0.56217,0.39092,1.2787,1.70466,1.51321,6.98838e-05,6.98838e-05,6.98838e-05
79,2491.76,0.68389,0.51367,1.04083,0.61258,0.5276,0.5652,0.39272,1.28937,1.77789,1.51273,6.69732e-05,6.69732e-05,6.69732e-05
80,2522.4,0.68299,0.51461,1.04177,0.58751,0.52991,0.55842,0.39266,1.28748,1.75197,1.51487,6.40626e-05,6.40626e-05,6.40626e-05
81,2554.51,0.678,0.50681,1.03969,0.55623,0.5674,0.57288,0.3962,1.28389,1.74028,1.50982,6.1152e-05,6.1152e-05,6.1152e-05
82,2587.57,0.677,0.50461,1.03761,0.57204,0.53012,0.56045,0.39308,1.27789,1.74452,1.51054,5.82414e-05,5.82414e-05,5.82414e-05
83,2620.71,0.67132,0.50255,1.03737,0.62201,0.51019,0.5679,0.40376,1.28024,1.74682,1.51312,5.53308e-05,5.53308e-05,5.53308e-05
84,2653.98,0.67078,0.50752,1.03938,0.56459,0.53896,0.56446,0.39028,1.28081,1.74594,1.50993,5.24202e-05,5.24202e-05,5.24202e-05
85,2686.55,0.66365,0.50278,1.03543,0.62169,0.50505,0.56878,0.39463,1.27422,1.68612,1.51148,4.95096e-05,4.95096e-05,4.95096e-05
86,2719.79,0.67183,0.50018,1.03781,0.56998,0.54595,0.56022,0.39334,1.27839,1.75283,1.51957,4.6599e-05,4.6599e-05,4.6599e-05
87,2753.17,0.64674,0.47973,1.02329,0.57915,0.54639,0.57158,0.4054,1.27939,1.72856,1.5199,4.36884e-05,4.36884e-05,4.36884e-05
88,2786.39,0.64351,0.47762,1.02646,0.55094,0.56907,0.56697,0.40134,1.27583,1.7459,1.51386,4.07778e-05,4.07778e-05,4.07778e-05
89,2819.5,0.6513,0.48431,1.03477,0.58933,0.53695,0.57607,0.40642,1.28181,1.74109,1.5255,3.78672e-05,3.78672e-05,3.78672e-05
90,2852.73,0.63904,0.47917,1.02457,0.60852,0.53956,0.57184,0.4032,1.28072,1.73726,1.52706,3.49566e-05,3.49566e-05,3.49566e-05
91,2896.75,0.57572,0.34615,0.96988,0.61309,0.51908,0.55526,0.38488,1.28633,1.70297,1.52998,3.2046e-05,3.2046e-05,3.2046e-05
92,2927.71,0.55058,0.33244,0.96263,0.64863,0.50912,0.5616,0.3932,1.28788,1.73869,1.52418,2.91354e-05,2.91354e-05,2.91354e-05
93,2958.37,0.54342,0.3203,0.94591,0.65767,0.49123,0.56678,0.39814,1.28257,1.72384,1.52743,2.62248e-05,2.62248e-05,2.62248e-05
94,2988.95,0.53351,0.31808,0.951,0.60458,0.53414,0.57065,0.40224,1.28441,1.72665,1.52611,2.33142e-05,2.33142e-05,2.33142e-05
95,3019.51,0.5286,0.31367,0.94532,0.63634,0.50221,0.56691,0.39759,1.28033,1.74846,1.51947,2.04036e-05,2.04036e-05,2.04036e-05
96,3049.96,0.53526,0.3198,0.95292,0.63611,0.51592,0.56729,0.3991,1.27126,1.73469,1.51409,1.7493e-05,1.7493e-05,1.7493e-05
97,3080.53,0.51745,0.30373,0.9425,0.60563,0.52179,0.56283,0.39748,1.27686,1.77925,1.52168,1.45824e-05,1.45824e-05,1.45824e-05
98,3111.21,0.50613,0.29406,0.93575,0.63953,0.50533,0.56407,0.398,1.28068,1.77243,1.52539,1.16718e-05,1.16718e-05,1.16718e-05
99,3141.95,0.51157,0.30252,0.94242,0.67699,0.49072,0.57067,0.40088,1.27584,1.75445,1.52236,8.7612e-06,8.7612e-06,8.7612e-06
100,3172.4,0.51422,0.30135,0.93614,0.65626,0.50147,0.57085,0.40241,1.28014,1.75728,1.52738,5.8506e-06,5.8506e-06,5.8506e-06
